,Intellect,Integrity,Courage,Reflexes,Patience,House,Ofstev Rating,Year
8560,30,35,65,19,31,Humblescrumble,22,1722
8561,46,11,13,43,8,Serpentyne,28,1722
8562,3,25,37,14,37,Humblescrumble,17,1722
8563,29,44,40,48,59,Dragonslayer,30,1722
8564,8,27,37,28,26,Dragonslayer,30,1722
8565,61,21,24,39,22,Dragonslayer,20,1722
8566,1,15,6,27,41,Dragonslayer,0,1722
8567,36,20,23,54,26,Serpentyne,23,1722
8568,21,27,51,5,30,Thought-Talon,19,1722
8569,19,38,55,56,39,Dragonslayer,40,1722
8570,11,37,12,67,47,Humblescrumble,21,1722
8571,8,10,7,49,27,Humblescrumble,13,1722
8572,54,17,20,42,17,Serpentyne,27,1722
8573,36,26,18,35,12,Serpentyne,18,1722
8574,17,38,31,70,8,Humblescrumble,22,1722
8575,33,45,32,22,36,Thought-Talon,44,1722
8576,20,54,46,57,48,Dragonslayer,32,1722
8577,33,71,43,35,40,Dragonslayer,37,1722
8578,16,29,50,23,23,Dragonslayer,20,1723
8579,37,59,18,37,5,Humblescrumble,28,1723
8580,50,45,27,48,24,Serpentyne,25,1723
8581,22,23,52,34,58,Dragonslayer,39,1723
8582,50,10,41,56,33,Serpentyne,30,1723
8583,47,5,42,29,26,Humblescrumble,14,1723
8584,43,24,22,41,29,Dragonslayer,16,1723
8585,31,36,39,36,42,Dragonslayer,31,1723
8586,36,29,31,23,55,Serpentyne,25,1723
8587,23,53,29,19,37,Thought-Talon,23,1723
8588,52,51,24,18,64,Humblescrumble,28,1723
8589,38,42,10,45,36,Serpentyne,24,1723
8590,38,49,25,43,49,Humblescrumble,33,1723
8591,13,37,36,63,18,Dragonslayer,20,1723
8592,16,15,56,21,53,Dragonslayer,20,1723
8593,30,59,19,52,34,Serpentyne,36,1723
8594,35,44,24,28,20,Humblescrumble,22,1723
8595,11,49,12,36,42,Humblescrumble,15,1723
8596,14,47,46,32,46,Dragonslayer,29,1723
8597,37,34,35,53,45,Dragonslayer,40,1723
8598,32,35,8,68,25,Serpentyne,20,1723
8599,13,19,37,38,21,Serpentyne,14,1723
8600,13,64,39,26,12,Humblescrumble,24,1723
8601,37,40,36,16,21,Thought-Talon,21,1723
8602,32,36,37,23,13,Humblescrumble,21,1723
8603,36,39,35,25,46,Thought-Talon,39,1723
8604,19,42,35,15,45,Serpentyne,18,1723
8605,26,29,47,27,26,Dragonslayer,37,1723
8606,28,47,15,21,34,Humblescrumble,31,1723
8607,41,35,39,25,56,Thought-Talon,44,1723
8608,53,19,8,29,27,Thought-Talon,21,1723
8609,23,56,15,67,33,Humblescrumble,21,1723
8610,9,13,33,19,35,Dragonslayer,8,1723
8611,8,24,11,18,41,Dragonslayer,7,1723
8612,43,17,12,50,25,Serpentyne,31,1723
8613,37,24,29,18,20,Dragonslayer,23,1723
8614,52,43,15,16,18,Humblescrumble,25,1723
8615,14,33,59,40,32,Dragonslayer,34,1723
8616,28,37,31,20,62,Thought-Talon,28,1723
8617,44,37,11,36,42,Thought-Talon,27,1723
8618,24,29,51,38,34,Dragonslayer,33,1724
8619,10,47,48,13,34,Humblescrumble,27,1724
8620,33,41,51,62,48,Dragonslayer,46,1724
8621,53,13,23,37,28,Thought-Talon,27,1724
8622,70,28,35,33,37,Dragonslayer,44,1724
8623,56,15,22,58,25,Serpentyne,31,1724
8624,12,19,11,17,39,Humblescrumble,15,1724
8625,48,39,27,30,22,Dragonslayer,27,1724
8626,27,7,13,54,54,Serpentyne,25,1724
8627,31,18,19,42,34,Serpentyne,26,1724
8628,58,45,26,18,24,Humblescrumble,36,1724
8629,26,30,36,29,9,Dragonslayer,21,1724
8630,28,13,30,27,40,Serpentyne,27,1724
8631,23,60,34,10,17,Humblescrumble,18,1724
8632,28,6,29,13,38,Serpentyne,23,1724
8633,35,39,27,45,25,Dragonslayer,29,1724
8634,35,26,20,25,29,Dragonslayer,29,1724
8635,48,18,12,35,48,Thought-Talon,27,1724
8636,21,44,36,28,20,Dragonslayer,16,1724
8637,50,16,31,34,58,Serpentyne,36,1724
8638,12,23,26,32,21,Humblescrumble,11,1724
8639,39,20,41,48,54,Serpentyne,31,1724
8640,28,9,48,23,27,Dragonslayer,24,1724
8641,39,28,42,52,49,Dragonslayer,34,1724
8642,37,28,8,21,23,Thought-Talon,22,1724
8643,15,42,11,33,25,Humblescrumble,25,1724
8644,11,18,23,7,25,Dragonslayer,8,1724
8645,63,41,26,49,26,Serpentyne,41,1724
8646,54,35,25,52,69,Serpentyne,35,1724
8647,15,51,41,22,44,Dragonslayer,21,1724
8648,35,45,32,34,16,Humblescrumble,31,1724
8649,9,40,43,46,40,Dragonslayer,22,1724
8650,53,39,26,46,24,Serpentyne,24,1724
8651,41,23,39,37,59,Thought-Talon,27,1724
8652,38,47,14,18,14,Humblescrumble,31,1724
8653,57,32,34,17,45,Thought-Talon,35,1724
8654,25,28,26,28,27,Dragonslayer,30,1724
8655,43,19,42,31,16,Dragonslayer,29,1724
8656,15,33,29,30,44,Humblescrumble,16,1724
8657,20,12,28,26,34,Humblescrumble,15,1725
8658,13,45,34,22,28,Humblescrumble,21,1725
8659,51,19,15,31,33,Thought-Talon,21,1725
8660,25,36,16,24,50,Serpentyne,21,1725
8661,15,37,48,45,8,Dragonslayer,33,1725
8662,6,38,45,38,31,Dragonslayer,28,1725
8663,41,21,24,38,50,Serpentyne,32,1725
8664,49,4,26,38,40,Thought-Talon,40,1725
8665,29,54,35,34,68,Dragonslayer,48,1725
8666,42,29,8,44,9,Serpentyne,36,1725
8667,49,63,23,21,53,Humblescrumble,46,1725
8668,17,15,26,55,47,Serpentyne,15,1725
8669,70,29,29,36,19,Dragonslayer,22,1725
8670,30,40,24,33,31,Dragonslayer,31,1725
8671,33,28,22,47,54,Serpentyne,35,1725
8672,33,36,44,50,22,Serpentyne,26,1725
8673,55,35,65,6,31,Thought-Talon,31,1725
8674,6,29,33,34,19,Dragonslayer,17,1725
8675,40,11,40,29,51,Serpentyne,35,1725
8676,46,7,13,30,32,Thought-Talon,25,1725
8677,24,26,28,36,6,Serpentyne,22,1725
8678,63,41,37,31,34,Thought-Talon,37,1725
8679,13,57,63,24,29,Dragonslayer,18,1725
8680,43,2,4,43,22,Serpentyne,29,1725
8681,10,15,18,15,26,Humblescrumble,15,1725
8682,50,49,26,28,17,Humblescrumble,27,1725
8683,55,49,21,40,46,Humblescrumble,29,1725
8684,24,24,13,40,32,Serpentyne,24,1725
8685,22,22,15,61,30,Serpentyne,22,1725
8686,42,23,32,24,68,Serpentyne,34,1725
8687,10,49,17,60,42,Humblescrumble,22,1725
8688,13,10,16,34,14,Thought-Talon,8,1725
8689,23,33,47,30,38,Dragonslayer,25,1725
8690,14,10,45,21,43,Dragonslayer,21,1725
8691,32,39,50,50,67,Dragonslayer,39,1725
8692,27,47,26,52,22,Dragonslayer,25,1725
8693,46,56,21,14,24,Humblescrumble,36,1725
8694,23,77,40,13,55,Humblescrumble,34,1725
8695,28,62,45,24,29,Thought-Talon,28,1725
8696,46,39,66,46,51,Dragonslayer,44,1725
8697,23,50,20,48,53,Dragonslayer,26,1725
8698,36,15,19,48,7,Serpentyne,37,1726
8699,23,15,54,41,28,Dragonslayer,27,1726
8700,32,27,30,63,16,Serpentyne,27,1726
8701,27,39,24,23,5,Humblescrumble,31,1726
8702,21,59,29,7,33,Humblescrumble,32,1726
8703,51,26,64,37,40,Serpentyne,29,1726
8704,24,24,6,53,36,Serpentyne,18,1726
8705,68,55,9,41,66,Thought-Talon,47,1726
8706,31,20,22,17,52,Serpentyne,41,1726
8707,12,16,10,22,28,Humblescrumble,14,1726
8708,41,18,50,57,17,Serpentyne,51,1726
8709,21,20,53,66,23,Dragonslayer,40,1726
8710,28,51,15,57,36,Humblescrumble,32,1726
8711,38,41,49,10,45,Thought-Talon,43,1726
8712,42,68,52,17,36,Thought-Talon,37,1726
8713,48,33,8,8,13,Humblescrumble,18,1726
8714,19,54,53,45,54,Dragonslayer,30,1726
8715,21,16,57,33,29,Dragonslayer,26,1726
8716,24,9,43,44,15,Dragonslayer,16,1726
8717,33,68,29,36,47,Dragonslayer,33,1726
8718,31,52,8,20,9,Humblescrumble,27,1726
8719,7,52,22,58,11,Humblescrumble,24,1726
8720,9,32,60,17,28,Dragonslayer,22,1726
8721,11,32,61,5,9,Humblescrumble,18,1726
8722,23,16,11,39,28,Serpentyne,22,1726
8723,45,28,30,26,58,Serpentyne,43,1726
8724,13,22,47,38,17,Dragonslayer,23,1726
8725,49,20,13,51,65,Serpentyne,33,1726
8726,24,14,9,19,49,Thought-Talon,20,1726
8727,30,15,42,22,56,Serpentyne,23,1726
8728,13,10,61,65,31,Dragonslayer,35,1726
8729,20,57,15,47,31,Humblescrumble,28,1726
8730,67,23,35,16,46,Thought-Talon,41,1726
8731,9,32,25,52,32,Humblescrumble,23,1726
8732,19,43,18,35,74,Humblescrumble,26,1726
8733,56,50,47,24,7,Humblescrumble,35,1726
8734,47,16,57,29,25,Dragonslayer,30,1726
8735,22,25,50,69,30,Dragonslayer,39,1726
8736,34,44,32,16,49,Thought-Talon,34,1726
8737,30,40,37,29,33,Dragonslayer,41,1726
8738,19,20,22,7,29,Thought-Talon,20,1726
8739,40,33,24,43,33,Dragonslayer,27,1726
8740,41,27,33,27,32,Dragonslayer,26,1726
8741,36,27,17,44,36,Serpentyne,21,1726
8742,45,25,13,19,11,Humblescrumble,12,1726
8743,18,42,53,23,46,Dragonslayer,22,1726
8744,28,32,26,43,54,Humblescrumble,18,1726
8745,26,45,56,27,47,Dragonslayer,35,1726
8746,2,35,40,3,13,Humblescrumble,15,1726
8747,36,37,34,5,33,Serpentyne,24,1726
8748,2,22,63,47,15,Dragonslayer,36,1726
8749,9,36,7,75,18,Humblescrumble,11,1726
8750,33,43,26,35,15,Humblescrumble,22,1727
8751,33,59,48,16,74,Thought-Talon,28,1727
8752,27,30,51,26,49,Dragonslayer,37,1727
8753,32,6,52,14,28,Thought-Talon,24,1727
8754,26,23,50,61,31,Dragonslayer,21,1727
8755,19,21,54,3,36,Serpentyne,18,1727
8756,71,25,51,29,44,Thought-Talon,31,1727
8757,38,27,57,48,45,Dragonslayer,27,1727
8758,15,47,43,44,19,Serpentyne,15,1727
8759,35,33,12,4,26,Thought-Talon,22,1727
8760,18,40,35,34,53,Humblescrumble,28,1727
8761,6,63,63,13,22,Humblescrumble,24,1727
8762,55,47,6,14,24,Humblescrumble,36,1727
8763,53,32,11,26,19,Humblescrumble,16,1727
8764,33,28,45,63,23,Serpentyne,28,1727
8765,57,29,14,16,4,Humblescrumble,18,1727
8766,35,54,17,24,10,Humblescrumble,28,1727
8767,38,30,22,14,42,Serpentyne,24,1727
8768,50,12,43,40,54,Serpentyne,31,1727
8769,13,12,13,12,29,Humblescrumble,17,1727
8770,40,67,20,64,53,Serpentyne,36,1727
8771,49,45,35,39,14,Humblescrumble,28,1727
8772,69,71,10,65,37,Humblescrumble,51,1727
8773,7,12,7,73,18,Humblescrumble,15,1727
8774,27,39,27,28,59,Serpentyne,22,1727
8775,12,77,22,62,61,Humblescrumble,30,1727
8776,51,18,21,42,12,Serpentyne,26,1727
8777,21,41,42,20,18,Dragonslayer,23,1727
8778,52,41,11,47,27,Serpentyne,25,1727
8779,27,22,31,46,40,Dragonslayer,24,1727
8780,47,19,15,39,32,Thought-Talon,21,1727
8781,47,25,42,43,4,Serpentyne,36,1727
8782,35,43,19,22,19,Humblescrumble,24,1727
8783,36,28,26,39,39,Dragonslayer,30,1727
8784,22,34,43,18,16,Humblescrumble,19,1727
8785,31,64,16,3,39,Humblescrumble,31,1727
8786,57,16,35,36,18,Serpentyne,16,1727
8787,46,22,26,38,19,Serpentyne,18,1727
8788,55,43,47,34,46,Thought-Talon,46,1727
8789,23,24,2,43,22,Serpentyne,21,1727
8790,34,47,39,24,37,Thought-Talon,28,1727
8791,40,22,41,40,68,Serpentyne,36,1727
8792,24,31,25,23,29,Dragonslayer,22,1727
8793,15,69,31,30,35,Humblescrumble,27,1728
8794,12,29,23,21,36,Humblescrumble,15,1728
8795,54,12,42,47,32,Serpentyne,27,1728
8796,19,48,42,12,21,Humblescrumble,22,1728
8797,31,41,45,31,26,Dragonslayer,29,1728
8798,15,30,48,5,26,Humblescrumble,20,1728
8799,2,38,36,69,12,Dragonslayer,18,1728
8800,19,19,19,27,40,Thought-Talon,28,1728
8801,42,42,35,19,32,Thought-Talon,33,1728
8802,30,39,14,46,28,Serpentyne,26,1728
8803,31,56,62,33,25,Dragonslayer,35,1728
8804,12,43,42,43,32,Dragonslayer,22,1728
8805,21,26,23,62,27,Thought-Talon,24,1728
8806,16,24,19,43,61,Humblescrumble,24,1728
8807,13,17,38,40,48,Dragonslayer,14,1728
8808,49,29,35,44,41,Serpentyne,34,1728
8809,36,33,56,37,15,Dragonslayer,33,1728
8810,63,46,39,56,15,Serpentyne,36,1728
8811,33,17,40,46,31,Serpentyne,33,1728
8812,51,44,36,45,34,Dragonslayer,41,1728
8813,40,44,43,11,57,Thought-Talon,45,1728
8814,27,16,30,40,38,Serpentyne,21,1728
8815,4,29,18,77,21,Humblescrumble,16,1728
8816,14,53,39,11,9,Humblescrumble,26,1728
8817,25,30,43,25,40,Dragonslayer,39,1728
8818,17,44,28,32,22,Dragonslayer,22,1728
8819,52,61,46,25,20,Humblescrumble,32,1728
8820,14,42,35,52,51,Humblescrumble,21,1728
8821,48,42,30,29,21,Humblescrumble,26,1728
8822,49,32,48,41,47,Dragonslayer,32,1728
8823,24,35,15,65,44,Serpentyne,24,1728
8824,40,13,18,9,39,Serpentyne,27,1728
8825,26,16,17,23,61,Serpentyne,22,1728
8826,48,18,49,59,60,Serpentyne,37,1728
8827,52,52,49,14,14,Humblescrumble,37,1728
8828,22,46,49,51,35,Dragonslayer,32,1728
8829,46,33,47,34,22,Dragonslayer,28,1728
8830,41,68,23,26,17,Humblescrumble,35,1728
8831,63,24,30,16,19,Thought-Talon,16,1729
8832,54,31,61,23,13,Dragonslayer,26,1729
8833,11,37,12,44,23,Humblescrumble,11,1729
8834,41,39,46,8,32,Thought-Talon,42,1729
8835,7,19,35,20,34,Dragonslayer,14,1729
8836,30,59,41,32,46,Dragonslayer,34,1729
8837,13,41,27,14,51,Humblescrumble,16,1729
8838,9,52,34,61,26,Humblescrumble,17,1729
8839,40,15,11,47,23,Serpentyne,37,1729
8840,53,12,22,24,63,Serpentyne,39,1729
8841,50,51,41,57,11,Serpentyne,30,1729
8842,21,28,33,65,18,Dragonslayer,22,1729
8843,27,42,29,38,70,Dragonslayer,37,1729
8844,52,16,22,27,3,Dragonslayer,8,1729
8845,69,23,45,19,29,Thought-Talon,22,1729
8846,54,61,67,27,10,Humblescrumble,46,1729
8847,29,28,31,28,39,Dragonslayer,34,1729
8848,30,50,22,46,28,Humblescrumble,35,1729
8849,22,72,14,45,15,Humblescrumble,33,1729
8850,11,6,15,12,65,Humblescrumble,22,1729
8851,68,27,23,56,31,Serpentyne,36,1729
8852,43,22,35,41,30,Serpentyne,33,1729
8853,25,40,40,47,28,Dragonslayer,28,1729
8854,48,19,47,61,17,Serpentyne,39,1729
8855,24,26,34,53,47,Dragonslayer,23,1729
8856,66,9,16,56,19,Serpentyne,29,1729
8857,34,31,3,35,31,Thought-Talon,33,1729
8858,24,38,11,23,46,Serpentyne,24,1729
8859,61,66,40,46,14,Humblescrumble,42,1729
8860,71,36,50,59,26,Serpentyne,48,1729
8861,19,53,36,15,23,Humblescrumble,21,1729
8862,43,17,59,36,27,Dragonslayer,31,1729
8863,21,9,24,46,45,Serpentyne,24,1729
8864,24,32,24,51,19,Serpentyne,19,1729
8865,23,5,66,19,42,Serpentyne,28,1729
8866,34,47,30,15,38,Serpentyne,25,1729
8867,55,50,50,31,26,Humblescrumble,25,1730
8868,57,27,42,14,54,Thought-Talon,43,1730
8869,58,17,20,37,48,Thought-Talon,48,1730
8870,15,3,26,13,31,Serpentyne,17,1730
8871,47,31,9,30,35,Thought-Talon,41,1730
8872,32,34,36,31,28,Dragonslayer,35,1730
8873,25,12,56,40,26,Dragonslayer,35,1730
8874,33,50,46,35,63,Dragonslayer,39,1730
8875,38,51,53,40,27,Dragonslayer,29,1730
8876,19,26,60,33,30,Thought-Talon,11,1730
8877,32,15,48,60,39,Thought-Talon,16,1730
8878,24,62,35,25,32,Dragonslayer,35,1730
8879,26,55,38,17,57,Thought-Talon,28,1730
8880,42,27,19,44,37,Thought-Talon,32,1730
8881,3,13,23,45,12,Humblescrumble,9,1730
8882,49,8,62,39,36,Serpentyne,28,1730
8883,42,9,49,43,15,Dragonslayer,31,1730
8884,29,1,19,21,26,Thought-Talon,19,1730
8885,11,41,47,34,36,Serpentyne,15,1730
8886,21,35,44,38,37,Dragonslayer,26,1730
8887,30,38,41,30,43,Dragonslayer,32,1730
8888,45,8,24,25,20,Thought-Talon,13,1730
8889,58,22,41,61,42,Serpentyne,49,1730
8890,32,54,36,50,35,Dragonslayer,34,1730
8891,39,29,56,51,48,Dragonslayer,33,1730
8892,21,18,40,15,46,Serpentyne,19,1730
8893,30,9,26,31,35,Serpentyne,16,1730
8894,36,40,13,9,41,Dragonslayer,6,1730
8895,62,40,65,12,9,Humblescrumble,21,1730
8896,23,41,14,23,33,Humblescrumble,14,1730
8897,55,24,71,59,14,Dragonslayer,34,1730
8898,24,39,34,45,42,Dragonslayer,32,1730
8899,61,32,37,67,33,Serpentyne,42,1730
8900,10,3,64,39,63,Dragonslayer,36,1730
8901,25,15,23,61,42,Serpentyne,20,1730
8902,15,26,11,57,13,Serpentyne,19,1730
8903,8,1,31,17,42,Humblescrumble,18,1730
8904,30,26,40,10,55,Serpentyne,27,1730
8905,46,49,3,37,51,Serpentyne,29,1730
8906,20,15,15,31,36,Serpentyne,20,1730
8907,11,20,21,16,22,Humblescrumble,21,1730
8908,14,35,8,44,60,Humblescrumble,23,1730
8909,36,8,37,29,17,Dragonslayer,19,1730
8910,41,18,26,37,46,Serpentyne,21,1731
8911,37,26,47,38,31,Dragonslayer,27,1731
8912,64,29,17,35,67,Serpentyne,43,1731
8913,28,19,40,14,14,Dragonslayer,23,1731
8914,28,51,19,26,46,Serpentyne,25,1731
8915,60,46,65,47,24,Dragonslayer,38,1731
8916,7,34,27,45,21,Humblescrumble,11,1731
8917,18,56,25,12,35,Humblescrumble,21,1731
8918,17,20,7,14,17,Humblescrumble,10,1731
8919,58,44,39,33,35,Dragonslayer,35,1731
8920,15,23,51,33,20,Thought-Talon,14,1731
8921,39,18,38,52,39,Serpentyne,27,1731
8922,54,49,26,18,50,Thought-Talon,29,1731
8923,44,43,9,33,52,Serpentyne,39,1731
8924,46,27,37,11,49,Thought-Talon,31,1731
8925,31,25,20,38,22,Dragonslayer,25,1731
8926,17,29,3,43,25,Thought-Talon,9,1731
8927,26,6,57,31,14,Dragonslayer,30,1731
8928,39,30,9,43,46,Serpentyne,24,1731
8929,19,10,34,39,34,Serpentyne,23,1731
8930,34,12,15,24,30,Serpentyne,14,1731
8931,51,10,8,28,49,Thought-Talon,32,1731
8932,15,22,26,13,28,Humblescrumble,11,1731
8933,22,55,15,7,35,Humblescrumble,20,1731
8934,33,37,14,25,27,Humblescrumble,18,1731
8935,26,24,22,39,50,Dragonslayer,22,1731
8936,64,18,19,5,4,Thought-Talon,4,1731
8937,28,31,9,4,59,Serpentyne,27,1731
8938,36,35,31,22,20,Serpentyne,12,1731
8939,43,30,28,60,29,Serpentyne,32,1731
8940,32,39,33,34,39,Humblescrumble,22,1731
8941,38,53,21,27,44,Humblescrumble,35,1731
8942,51,43,55,22,21,Humblescrumble,27,1731
8943,22,21,31,39,38,Dragonslayer,21,1731
8944,44,23,53,35,31,Dragonslayer,34,1731
8945,47,56,60,56,27,Dragonslayer,47,1731
8946,12,40,56,37,28,Dragonslayer,32,1731
8947,32,30,42,19,9,Dragonslayer,19,1731
8948,25,42,48,44,39,Dragonslayer,30,1731
8949,17,11,49,64,43,Humblescrumble,19,1731
8950,72,36,17,66,25,Thought-Talon,23,1731
8951,21,6,37,24,20,Dragonslayer,22,1731
8952,59,7,27,20,16,Thought-Talon,17,1731
8953,53,21,29,25,39,Thought-Talon,37,1731
8954,16,22,36,9,44,Humblescrumble,15,1731
8955,27,13,23,17,16,Serpentyne,6,1731
8956,19,45,34,12,50,Humblescrumble,23,1731
8957,48,30,28,12,45,Thought-Talon,34,1731
8958,12,53,12,33,64,Humblescrumble,26,1731
8959,55,22,10,45,14,Serpentyne,27,1731
8960,31,46,16,37,46,Serpentyne,34,1731
8961,48,27,30,29,9,Serpentyne,17,1731
8962,4,24,46,53,17,Thought-Talon,0,1731
8963,17,16,14,5,40,Serpentyne,23,1732
8964,25,36,8,3,4,Humblescrumble,22,1732
8965,35,32,47,23,46,Thought-Talon,38,1732
8966,30,36,29,39,34,Dragonslayer,35,1732
8967,15,61,46,25,16,Dragonslayer,28,1732
8968,53,10,29,19,12,Dragonslayer,15,1732
8969,49,44,57,43,31,Dragonslayer,46,1732
8970,13,15,2,29,23,Serpentyne,10,1732
8971,17,19,30,53,20,Dragonslayer,20,1732
8972,8,42,10,19,37,Dragonslayer,10,1732
8973,18,53,51,34,22,Humblescrumble,20,1732
8974,32,60,53,56,27,Dragonslayer,34,1732
8975,46,44,57,9,37,Thought-Talon,36,1732
8976,43,51,5,30,45,Humblescrumble,29,1732
8977,26,54,21,24,15,Humblescrumble,23,1732
8978,63,2,24,5,36,Thought-Talon,29,1732
8979,48,31,19,54,39,Serpentyne,41,1732
8980,35,12,14,48,41,Serpentyne,34,1732
8981,52,30,19,45,39,Thought-Talon,33,1732
8982,46,46,41,7,7,Humblescrumble,28,1732
8983,52,13,9,42,41,Thought-Talon,36,1732
8984,30,47,47,42,38,Dragonslayer,45,1732
8985,17,61,47,11,22,Humblescrumble,14,1732
8986,45,28,50,12,29,Thought-Talon,27,1732
8987,40,30,44,35,6,Dragonslayer,27,1732
8988,7,17,66,50,45,Serpentyne,13,1732
8989,51,57,50,27,34,Serpentyne,19,1732
8990,25,27,41,30,18,Dragonslayer,17,1732
8991,50,47,39,50,24,Humblescrumble,27,1732
8992,30,21,63,49,6,Dragonslayer,38,1732
8993,19,36,24,52,27,Dragonslayer,25,1732
8994,65,47,43,21,24,Humblescrumble,16,1733
8995,51,16,53,31,52,Dragonslayer,30,1733
8996,17,26,23,28,26,Dragonslayer,23,1733
8997,18,67,22,12,23,Humblescrumble,21,1733
8998,43,59,49,36,5,Humblescrumble,39,1733
8999,59,23,51,45,22,Dragonslayer,25,1733
9000,50,38,33,36,15,Humblescrumble,24,1733
9001,41,51,37,22,49,Thought-Talon,31,1733
9002,12,36,38,11,30,Humblescrumble,31,1733
9003,10,17,27,33,35,Humblescrumble,15,1733
9004,38,64,36,12,53,Thought-Talon,50,1733
9005,34,32,10,34,43,Thought-Talon,26,1733
9006,33,32,37,40,16,Humblescrumble,23,1733
9007,34,18,45,11,34,Thought-Talon,28,1733
9008,13,26,20,31,64,Humblescrumble,22,1733
9009,5,35,26,17,28,Humblescrumble,26,1733
9010,13,44,39,24,41,Dragonslayer,28,1733
9011,14,19,30,72,13,Dragonslayer,20,1733
9012,6,23,44,13,46,Humblescrumble,20,1733
9013,37,29,13,16,49,Serpentyne,36,1733
9014,28,22,24,40,35,Dragonslayer,34,1733
9015,8,41,10,8,17,Humblescrumble,19,1733
9016,37,20,20,32,50,Serpentyne,37,1733
9017,23,28,20,44,32,Dragonslayer,23,1733
9018,53,39,42,50,38,Dragonslayer,38,1733
9019,36,27,29,35,15,Serpentyne,20,1733
9020,32,29,29,28,18,Dragonslayer,21,1733
9021,54,49,2,34,29,Humblescrumble,31,1733
9022,37,22,16,5,31,Thought-Talon,29,1733
9023,50,15,52,38,13,Dragonslayer,25,1733
9024,32,46,46,25,11,Humblescrumble,31,1733
9025,42,28,20,15,18,Thought-Talon,18,1734
9026,44,51,26,41,47,Humblescrumble,31,1734
9027,10,26,17,15,40,Humblescrumble,17,1734
9028,18,8,23,46,17,Serpentyne,17,1734
9029,19,43,20,58,23,Dragonslayer,20,1734
9030,58,12,41,60,38,Serpentyne,44,1734
9031,27,35,23,43,29,Dragonslayer,30,1734
9032,29,12,10,36,9,Serpentyne,18,1734
9033,32,18,16,24,52,Serpentyne,36,1734
9034,61,36,15,70,26,Serpentyne,50,1734
9035,10,49,42,53,25,Dragonslayer,31,1734
9036,39,59,22,27,44,Humblescrumble,34,1734
9037,28,59,34,49,23,Dragonslayer,26,1734
9038,59,47,14,12,14,Humblescrumble,34,1734
9039,54,31,38,65,52,Serpentyne,42,1734
9040,38,30,10,31,30,Thought-Talon,30,1734
9041,15,47,25,29,7,Humblescrumble,28,1734
9042,21,44,23,14,28,Thought-Talon,18,1734
9043,21,20,36,56,29,Dragonslayer,26,1734
9044,66,11,31,48,11,Dragonslayer,16,1734
9045,26,29,18,48,14,Serpentyne,26,1734
9046,34,38,6,40,4,Serpentyne,26,1734
9047,17,41,25,35,33,Dragonslayer,23,1734
9048,48,17,18,11,23,Thought-Talon,31,1734
9049,35,53,41,36,30,Dragonslayer,39,1734
9050,22,21,59,17,53,Thought-Talon,22,1734
9051,25,20,26,24,12,Thought-Talon,11,1734
9052,34,5,40,54,27,Serpentyne,28,1734
9053,12,20,31,54,40,Dragonslayer,11,1734
9054,6,53,39,38,12,Dragonslayer,22,1734
9055,13,74,38,26,22,Humblescrumble,21,1734
9056,50,34,26,43,45,Humblescrumble,19,1734
9057,13,58,21,7,10,Humblescrumble,25,1734
9058,31,34,33,38,24,Dragonslayer,29,1734
9059,44,59,32,3,10,Humblescrumble,38,1734
9060,66,51,48,46,39,Dragonslayer,33,1734
9061,67,44,51,31,25,Dragonslayer,27,1734
9062,28,65,26,19,39,Thought-Talon,30,1734
9063,56,51,57,8,41,Serpentyne,24,1734
9064,26,27,27,50,35,Dragonslayer,29,1734
9065,69,55,18,36,39,Humblescrumble,43,1734
9066,35,56,55,6,14,Humblescrumble,24,1735
9067,29,11,45,30,45,Serpentyne,20,1735
9068,45,25,42,43,39,Thought-Talon,29,1735
9069,23,65,17,23,22,Humblescrumble,25,1735
9070,35,34,22,26,44,Serpentyne,27,1735
9071,40,19,35,18,53,Serpentyne,32,1735
9072,45,19,37,6,55,Serpentyne,27,1735
9073,21,19,13,17,10,Humblescrumble,12,1735
9074,22,51,53,14,61,Serpentyne,20,1735
9075,66,45,10,41,47,Thought-Talon,48,1735
9076,49,19,41,47,21,Serpentyne,38,1735
9077,15,25,36,29,24,Dragonslayer,22,1735
9078,19,49,15,17,21,Humblescrumble,20,1735
9079,20,13,3,52,73,Thought-Talon,13,1735
9080,58,21,38,40,45,Thought-Talon,39,1735
9081,40,64,49,53,23,Serpentyne,36,1735
9082,29,50,31,21,42,Thought-Talon,31,1735
9083,42,32,38,3,31,Thought-Talon,41,1735
9084,23,17,34,21,20,Dragonslayer,18,1735
9085,33,53,8,69,21,Dragonslayer,9,1735
9086,8,32,32,21,29,Dragonslayer,20,1735
9087,32,38,33,36,22,Dragonslayer,24,1735
9088,26,43,32,40,37,Dragonslayer,26,1735
9089,32,36,54,23,16,Dragonslayer,21,1735
9090,21,33,42,18,30,Thought-Talon,19,1735
9091,29,11,51,20,21,Dragonslayer,14,1735
9092,10,28,45,26,45,Dragonslayer,22,1735
9093,14,21,25,35,16,Dragonslayer,19,1735
9094,19,18,16,23,31,Dragonslayer,17,1735
9095,34,18,27,15,54,Serpentyne,31,1735
9096,48,9,49,44,27,Dragonslayer,35,1735
9097,58,39,32,15,49,Thought-Talon,31,1735
9098,13,14,53,11,28,Humblescrumble,17,1735
9099,42,26,32,24,27,Dragonslayer,29,1736
9100,15,47,56,61,40,Dragonslayer,38,1736
9101,23,53,17,23,46,Serpentyne,29,1736
